A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1,A1
6637848202,3935877002,6317632932,1549590339,8594683392,9050282790,897290466,8375631373,5740334796,8526794716,8051126316,8237453717,4863180421,1597651297,719570745,6415915167,8060691355,2156985537,4509210756,8531713400
5773587608,1572957549,6488649584,7949925274,773735262,8019364595,4820218655,579556638,6323034589,4389274579,8571013189,8227213872,7528884975,7013875768,4426136860,584792838,6607037912,1710193171,5114878509,2399489521
3454191651,6349984302,7725733469,6576070170,3372637303,1254281267,7988477818,5054825560,3735932026,1800109012,4070461103,5990058936,5053038683,5963911762,,8805114217,8115330587,2629122030,79858919,4575983533
,,,,,,,,7867503474,5994288524,1008801261,,6336678320,1957435800,3005575275,,5859139934,4462860699,8209610182,6737400968
,,,,,,,,,787012798,8472060024,126805700,4801075026,192658133,1732619345,3706883179,1415749175,8771950060,8584909143,4584042350
4965610184,2443530236,3958033676,1309967354,5875652869,7432096654,1448399760,2331488001,5575187744,6264813813,950419999,2324626319,3965402541,3352249350,5940444619,8651351394,8282231004,5329262302,6975771311,3993461616
7668933936,6644684444,6683726550,4856787128,9045408533,3791516541,5840872375,329515873,3208722717,1706012552,3169430641,2006497591,7626392697,161053826,2590465946,3491761147,1435162436,8117753349,5578181611,5805066531
4110392922,3756588474,2426896076,2490732280,1996746998,7189745109,896527563,720233033,3080323443,4546098749,3478528771,975001153,8642354264,1609099359,6198343200,2218484821,4013406388,501295103,3039542904,2798515703
9019952732,417440278,3211588286,3337671527,8297281162,7199904481,4932856379,8063577598,3990072937,6805217931,7247938458,7360956218,8258894659,7314730848,8523945382,5004707261,5804291312,5695234914,8909777527,6509370521
5632467003,5250006630,2632806039,1774714492,8937328257,6404752356,3354656951,2383639675,4180353212,1222103076,6866943666,5175929835,7731547139,8949051291,6009786718,8116821902,4852122133,8226675488,1147753853,3975290470
4137762577,6053632795,2543315796,8530902559,4001097618,5474765428,8013274661,3130313819,8405796547,1012790969,1546710725,3683952550,14232646,6953867435,7468225785,2699702516,4351514698,4301629297,6694820117,7104042108
2516219761,2320094578,3780690355,2662029806,2264617160,6328327523,1135143925,1366964723,2150783740,6248164145,3459447645,326575409,5363409860,5592855486,1831903513,4168124311,5903892890,6452973915,5992237916,5061217640
3059668346,6020398759,8439224214,4265068438,4406169795,2501990680,6415882003,6872309774,7845961426,4106615481,5588117055,8470540428,7902459700,455107741,8391446394,5382172337,7156594709,3895367637,5477548740,2116904427
2699018069,6121988055,662204987,3177345119,8525739330,5144391935,8527763794,3915654688,3469381343,3736684984,2978560419,4111201386,7333543853,4691137964,1512391232,5298991936,2232225885,5303412428,8055655738,8444285617
5372765136,7033768429,6272999924,2893074101,3260313268,1928474095,8811831936,873002454,5870605125,2679698654,4284075060,1465104577,5577055102,3993880576,5891409477,6543469034,2148305522,4733676177,7690777322,5622227847
4795420400,1338798676,8181350661,5281797365,6536027848,903880826,7745245984,5234052751,5623499237,301701949,3419828108,3062561880,6219339083,3030652458,945921581,4995821769,4713578259,2688974242,6831396616,991839411
174783774,8555063562,8834037033,8244340799,8092004083,6336829879,4612963306,2119047902,4115647994,1094904084,3906848992,4447954148,8041021821,4318159697,7446920350,5646310976,7121924289,7184063782,3058728016,2951746614
1131154691,3388431242,2685404091,3252352417,8193353533,5678004701,1568642112,8466896972,2751955703,4979250365,5978148227,8225670725,321217932,2366892191,3617814497,1257083250,132751945,1847117588,6987725911,4208673269
962688377,7532292913,3781486817,3139940323,4903196944,5618538212,8404260104,9019260726,4162381464,8196592287,5097657341,1285804714,5382095039,500172279,1770365014,5118708918,6879945052,3844253337,436725109,2051510561
3441008055,6900980849,1643247424,6164211487,8536409398,6233322031,2009717026,2068145628,3819707130,8724761086,4911500840,9109993296,4029498442,8450544418,2976887576,8465242393,4398472398,7386610736,6584593397,9066411865
157210667,6328096700,8398878528,2881492873,1820342526,7972328279,2038700121,3094854911,8207204399,1157810793,6555080853,8216482096,2273634287,1990613374,4815447715,3855427537,283648672,7845205479,5243611001,7715116098
193955882,4405956148,314601992,2864008272,6007972963,5988914770,3481242269,2351087645,9099044511,5953248947,1371162501,7927888905,5844416907,3639276478,1781127916,1013070084,4012470779,4719949951,4969866947,5404462245
7443759523,6999782123,4732450885,4667702782,3214824089,2265422689,7280060459,7574530447,8648662452,3188351945,180076466,8671452460,4585599794,3334872162,3682091632,3208032794,450696664,6550412507,7619098204,3737650251
7896496662,2737558230,3698288135,7289960510,3149906444,970168,8650360018,928824404,7338094017,2895894289,3380396405,3730984907,7477171279,2989276630,1917959289,2927219771,5644137862,5502131021,1929176317,8097515862
683441268,217190755,446660435,8145229967,4558739167,3509894978,4567542598,418126960,151197019,8850837146,7673608381,8967018164,8029881788,8349036047,2841210894,8953124665,7444565197,7587809698,231921852,3313847061
1913200532,8815033281,8468353943,7501485048,2433024028,3511630956,2337851954,1124189320,5491994887,6224528143,6136787493,4000471353,6698225469,4501854050,7980865784,8022704349,2858759435,5049198458,9115964070,8972317023
1846776098,3724543376,1201878897,5528780260,6694508744,6194716629,8957955225,6456346157,7131646854,640660664,3825569736,4264892703,5643984353,3757656820,1277400902,1439322559,6665390721,214652712,8305366366,5656556532
8518476307,9053899794,4496266740,4396177876,1349550910,7227222179,3309822443,5790183725,3190799812,7041784138,8325537727,6484335506,1279478649,4487052417,5149230266,2972420180,4254325546,2268251704,3896174809,4879619829
3674356016,8777183208,4473678086,8911079589,5429469758,4007015610,8307005628,6837665211,634308430,5454206144,367807983,2875379164,7734806879,1853480587,242797172,8423674909,3684406163,4065500937,5043852115,6617734215
4077003514,2158872737,5182174985,7078923615,4201564282,4101842955,4667814291,278732505,658107345,7582403036,8046656162,993447772,1420254220,7290190153,728429377,6016468319,658494464,7542905575,5447834138,1401927193
6830126101,340264676,8014966741,7462474239,3161136278,996106011,3750637443,2947169555,3383691862,7127319201,3863137031,3255133523,5830734338,3639545267,343866064,2309046801,8538452952,485476403,4723432211,2385018388
3494854262,4749983218,8315490353,2334978225,8677278404,6750054984,8088577935,8037590816,6955756766,5038655021,2923712048,1576979692,8546072569,7880999775,3557476905,6117469647,8336125361,7543385558,8570141390,3587072456
7653152749,2711637614,3437291595,7434444172,3495247761,5835844707,1334154917,7402639796,7223714663,3898836753,2449091554,4498690405,8759753127,720951073,4146331332,3533937218,1369990997,7244819534,4976513780,2265260778
1273268373,2194740991,1185605319,7404214983,8765009200,5884175378,2846716809,7008660260,6623739579,1488202606,2279660817,6561779366,7209611215,8539548794,4278334656,2773089945,2678855170,3591775358,1588316660,3206887301
8652342275,8748451915,1726009879,5300149678,2703349220,8255753110,116722232,6266295103,3899416545,6649638653,5098730248,8718571482,366417122,109412164,9083443603,3676135074,4320946472,7087431244,4694808788,5804972508
7842223084,8498678167,3360904898,2067412370,7536530961,1870750848,1898364991,2893075457,4514554273,8933523477,275121114,3650765794,6046049589,6773004088,2694423103,2920109209,7806363858,5075569226,2739044294,6937382255
1599425379,7456640326,7733557976,452102355,7588701045,1442302570,6922243481,2417100031,3346557365,8550888103,1487912271,8737987180,357484137,1586059922,2426251653,3920956094,2669150283,8415621867,115412877,4677293
8431527577,1835687424,7097928598,4457855996,588655174,6042067817,3057156343,2945759407,5484979982,904010723,7141817846,2746040459,9056611850,2751604230,2589656931,3767173447,3003815467,6889752609,5754522011,1444195837
3369199122,7200002785,2871444742,1050934397,3631814955,1979281534,3666318845,1896753643,1006771335,5348490646,444841628,1059472654,6189693582,989243661,190934101,4800482030,3860056955,3064448981,809094054,2961947163
1919599497,6797266910,7877202448,99484111,3396024274,7697109508,5630932842,8179846567,4108099473,6673516695,6450526113,4924815881,6843468428,2592820060,8771504847,1602148829,2559495177,3320382631,6511337895,5624505819
8791607116,5967706134,5428327699,8247962033,6548791696,5344730847,5303977907,4874011051,8773075251,2204568026,2223218166,6309207194,7970504937,2356330484,3548589426,5911407120,4754242908,4042460537,7589211237,4431408102
7522268779,5857700384,4166050992,4081771928,8950130704,1512493994,5985619380,4963306723,720900835,6113499871,8065073152,6566131010,1154390024,2856959018,1138610765,2664614189,3820023054,2347375967,729403587,8379656263
6928929071,3762686618,4633081838,3279999076,8511398940,5113615882,7604654897,4110534943,183222557,3662572696,3532509698,5545576523,6295372968,4011971250,4949255670,6333653488,1461435227,6736187027,44697400,8969557414
739441386,8122393531,6013417373,7800409336,3439212844,6309773333,8446580526,2145784254,1208717761,7369986405,4494548640,3537857660,3135878574,146783130,5514979844,178226891,923874104,6120054791,8226559181,3618571532
8985482817,6573093096,2952039506,5943511346,2658863375,3537208502,8896082282,4172451540,4525029583,1531557774,8869658025,1595597625,3363501342,4632599409,2592613010,372935662,4597784118,7390614523,6318452469,4441135996
4998466666,5912231830,4589228726,2297821995,2176894259,8455201372,5359334717,6181439232,5237096368,2928408867,6873088318,193599121,4536940860,3094824216,5676195556,5487625708,7347247591,8000191334,1922793490,7551332921
7837195241,6385410716,4848999102,890863518,7980528308,8289643160,4969661813,2682327842,8403307536,3041748362,2711807877,3511035725,5548579181,8995191329,5418698602,2762977781,7883616660,6301504363,7610448556,8005267488
6909909746,1394804966,2808235398,2035617435,3465794595,3351633657,8385613365,1929987319,8089051012,7382245082,92272420,1290959231,5197724385,4753211048,972411026,4316014183,3130449060,5490929230,6870218334,4133356830
4185551610,1035712020,6256338772,6467656226,8713987779,2454346112,4795702484,5200930815,4664687519,3671656214,1066133408,5833040528,8403519748,4371327043,2992359345,2836088924,393137647,3595968004,7532445221,7617734587
1918020327,856056936,2295522159,6345758562,371916068,4410979505,5484499181,2888724176,6314793275,1862751172,3096874220,7328750705,6386099773,3291769620,2636199597,3803116399,5949427073,8723295848,8872902378,5138595879
1750730682,7640615166,3104867398,2533099634,847367119,3757574863,4910737596,5514997279,3475223827,5241166691,6207310438,6995582391,8060844926,4022024894,8497697708,1780823348,1034355895,6532577466,4770685961,7783397188
2989459821,4510001496,8034267920,284468870,4320708081,1038954545,2876007722,4238264708,9082775982,4969926641,7265516491,3987841048,7774427861,3153454916,1258383635,3456346407,8763086768,2044754977,3021924356,4908473408
7126518003,9046267536,6901034743,7996747188,8438730697,8395275613,2342433647,7958686045,7283728207,202898093,8817195839,1139533994,1466761423,8984742940,7916041138,1783722184,6293158889,3896887436,1448028441,7319573692
8682226035,6156876174,9115728421,2137795413,8395881683,3099937210,9077387371,5766025563,1522724836,7565601810,2717802901,5560150107,2545108615,4283868051,5809161283,2768610195,6053410631,9116071876,4365053306,5714670632
359180183,8730546904,294888937,3519271243,6505425980,1544176017,3701342696,3876539935,6180109712,4758993464,8641581476,2018184145,4344689294,8875843122,4990956025,3861076196,3040248464,3985362592,8012569230,8397047463
4630409915,4937437700,2335219775,7427039815,1515053355,4652629238,5085936192,8035608766,8472482081,760589814,5129315755,8488653046,607134360,1992139301,3656068256,5041342443,839192655,7580463759,4506364440,2605310533
4130677804,979715634,363600421,521402891,5721840758,7317896407,7869881681,8241231487,6399145598,3971117704,2480170396,6071794420,6731544262,5183795015,1596627133,8676196890,1719912460,7964134660,2012652209,2822689566
4430945940,7652047848,243813645,5832992117,7280248980,8279233940,6737244660,6875041928,4687552242,8423742476,7017058209,242460061,2133927978,3136506840,451774415,6762869506,1399612957,7181322515,173826013,7958058057
7546895163,2653799559,7518508943,1298487459,2265504376,7954934632,4808578160,4172885814,6807216353,6326592276,4222004852,886673443,1044221982,2301374225,2880017156,464849749,7704927238,8743704256,2660289233,7099711659
4989438669,7904270866,2385142138,8568891771,1276715237,8820726317,3235581733,3320689892,2233579546,3243575358,3089943870,8143072802,5392157849,4246653928,3213990988,6118625768,7260768231,3557540931,5024122723,4859332214
8932347398,769664317,2097940725,2531175168,6072429914,4472618467,274450803,3256511689,1970425445,6897082686,4642578166,1293814908,8906119578,8489746582,1797517822,544827962,4074630888,4184929378,5423209910,2563296445
7801645864,6385996689,6675767034,6981002928,7503415472,3727922859,6825188678,7916541465,686775047,7932320695,6667337377,3135756198,4537829713,5927444746,3670133655,5134423570,873233854,23797334,6167217359,3494544522
4467851573,4454942204,1092499549,1101152905,8274071676,3442431567,4158058654,5701865629,4943957563,2659585189,7690828342,1675415300,2172769615,3479163013,8947023598,4411914770,1924897410,4751317351,7241729005,325998619
6352772977,5066661735,7755163769,4475268001,6149849702,2236990547,6796872514,2483369660,3548114722,3774320935,3099543507,908445733,2744109709,8059576311,8247785991,7380064990,8115155650,8668569807,900275147,6671283265
3329857827,1854287923,4590477812,1337290129,4852612897,1701690322,7250727329,5075402962,7198024760,7595859738,7603210712,8422161475,2836763791,8633603461,5196021252,4233963563,3503927928,5163408704,8582192242,3274364167
3800098731,3456262251,3585606072,8062588371,4902718414,9039879776,5254414073,5044990605,4723997382,1911119496,4668841196,8081824745,7648892289,4453335831,7333084636,4602281467,8661180473,5833526634,3469270722,6708785485
6482828004,1489835118,3563266655,8897812496,7385973288,8343358399,3258837222,3936749662,1632302161,2543683147,4153855745,9065968696,4517351790,5590254760,5630722149,1663824571,1607451193,6036267340,5010971441,7615146735
7275470211,2382938945,4447370909,5375450878,3312873493,7847662613,5265690301,1287083155,8015092278,4894397119,2398493224,8674529614,8369606168,2716391815,2128087429,7098476689,4265795121,4993181611,4916120681,8773459799
4530742377,8241286850,1361518615,6707582280,2529712519,8699818003,1815257111,4238393583,5589441633,624962768,7096150843,8616635496,5311092012,4828593794,806890443,1632933627,2947785768,2604250131,7540693540,8048811836
2930742060,3108728471,2402097173,7808137346,3599930277,7216790886,2983829442,4026790051,306270976,7515426477,7295317244,1228356107,2519709295,3329987760,9035693594,3074178452,6614995936,2420747030,4870940585,8012819532
7756192731,1139309749,1558945232,4205556979,551907411,321198396,4108740985,8823650242,7779600032,3113720386,6807388964,351740126,7152437874,904512986,1014073099,1694758016,3075609478,8965300314,2766225885,1039173547
